age,workclass,fnlwgt,education,education+AC0-num,marital+AC0-status,occupation,relationship,race,sex,capital+AC0-gain,capital+AC0-loss,hours+AC0-per+AC0-week,native+AC0-country
44,Local+AC0-gov,184105,Bachelors,13,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,White,Male,5013,0,40,United+AC0-States
23,Private,202084,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Unmarried,Black,Female,0,0,40,United+AC0-States
26,Private,29515,HS+AC0-grad,9,Divorced,Exec+AC0-managerial,Own+AC0-child,White,Male,0,0,40,United+AC0-States
32,Private,247328,5th+AC0-6th,3,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,White,Male,0,0,40,Mexico
31,Private,188246,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Handlers+AC0-cleaners,Husband,White,Male,0,0,40,United+AC0-States
50,Local+AC0-gov,105788,HS+AC0-grad,9,Separated,Exec+AC0-managerial,Unmarried,Black,Female,6497,0,35,United+AC0-States
18,Self+AC0-emp+AC0-inc,352640,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Female,0,0,20,United+AC0-States
49,Private,132576,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,50,United+AC0-States
59,Private,128829,HS+AC0-grad,9,Divorced,Other+AC0-service,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
38,Private,93140,HS+AC0-grad,9,Separated,Machine+AC0-op+AC0-inspct,Unmarried,Black,Female,0,0,28,United+AC0-States
50,Self+AC0-emp+AC0-inc,155965,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,55,United+AC0-States
51,Self+AC0-emp+AC0-inc,335902,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,1672,55,United+AC0-States
22,Private,158522,Some+AC0-college,10,Never+AC0-married,Machine+AC0-op+AC0-inspct,Own+AC0-child,Asian+AC0-Pac+AC0-Islander,Male,0,0,35,United+AC0-States
54,Private,174806,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Wife,White,Female,0,0,40,United+AC0-States
37,Private,32207,HS+AC0-grad,9,Never+AC0-married,Transport+AC0-moving,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
31,Private,43607,Bachelors,13,Widowed,Adm+AC0-clerical,Unmarried,White,Male,0,0,60,United+AC0-States
67,State+AC0-gov,168224,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,40,United+AC0-States
43,,180318,11th,7,Separated,,Other+AC0-relative,White,Male,0,0,40,United+AC0-States
21,Private,311376,Some+AC0-college,10,Never+AC0-married,Exec+AC0-managerial,Other+AC0-relative,White,Female,0,0,40,United+AC0-States
30,Private,101562,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
32,Local+AC0-gov,267859,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Protective+AC0-serv,Husband,White,Male,0,0,50,Cuba
36,Private,86143,Assoc+AC0-voc,11,Never+AC0-married,Craft+AC0-repair,Own+AC0-child,Asian+AC0-Pac+AC0-Islander,Male,0,0,40,United+AC0-States
33,Local+AC0-gov,217304,Bachelors,13,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,Black,Male,0,0,40,United+AC0-States
37,Private,410034,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,56,United+AC0-States
29,Private,293073,Prof+AC0-school,15,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,7298,0,48,United+AC0-States
18,,39493,Some+AC0-college,10,Never+AC0-married,,Own+AC0-child,White,Male,0,0,30,United+AC0-States
26,Private,247425,Some+AC0-college,10,Never+AC0-married,Sales,Not+AC0-in+AC0-family,Black,Male,0,0,40,Haiti
51,Private,128338,7th+AC0-8th,4,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,40,United+AC0-States
39,Private,189344,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,Mexico
18,Private,366154,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,White,Male,0,0,30,United+AC0-States
52,Private,163051,12th,8,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,1628,40,United+AC0-States
31,Private,437200,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,0,40,Mexico
45,Private,323798,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,7298,0,53,United+AC0-States
38,Private,182570,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,38,United+AC0-States
21,Private,200318,Assoc+AC0-acdm,12,Never+AC0-married,Sales,Not+AC0-in+AC0-family,White,Female,0,0,35,United+AC0-States
33,Private,48520,HS+AC0-grad,9,Separated,Handlers+AC0-cleaners,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
39,Private,130007,Some+AC0-college,10,Divorced,Craft+AC0-repair,Unmarried,White,Male,0,0,40,United+AC0-States
31,Private,166248,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,United+AC0-States
43,Private,203554,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,1902,50,United+AC0-States
64,,192715,Bachelors,13,Married+AC0-civ+AC0-spouse,,Husband,White,Male,0,1672,10,United+AC0-States
33,Self+AC0-emp+AC0-inc,291333,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,7298,0,45,United+AC0-States
49,Self+AC0-emp+AC0-not+AC0-inc,39140,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,0,60,United+AC0-States
41,Private,266439,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,United+AC0-States
55,Self+AC0-emp+AC0-not+AC0-inc,126840,Some+AC0-college,10,Divorced,Machine+AC0-op+AC0-inspct,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
52,Private,166419,Some+AC0-college,10,Divorced,Adm+AC0-clerical,Not+AC0-in+AC0-family,Black,Female,0,0,37,United+AC0-States
42,Private,287129,Bachelors,13,Divorced,Prof+AC0-specialty,Not+AC0-in+AC0-family,Black,Male,0,0,40,United+AC0-States
24,Private,206827,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Female,0,0,30,United+AC0-States
42,Private,173888,HS+AC0-grad,9,Married+AC0-spouse+AC0-absent,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Male,0,0,52,United+AC0-States
41,State+AC0-gov,253250,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,7298,0,40,United+AC0-States
35,Private,337239,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,Mexico
71,,113445,5th+AC0-6th,3,Married+AC0-civ+AC0-spouse,,Husband,White,Male,0,0,10,United+AC0-States
54,Federal+AC0-gov,201127,Masters,14,Divorced,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Male,0,0,42,United+AC0-States
24,Private,403107,5th+AC0-6th,3,Never+AC0-married,Handlers+AC0-cleaners,Other+AC0-relative,White,Male,0,0,40,Mexico
59,,179078,HS+AC0-grad,9,Widowed,,Unmarried,Black,Female,0,0,40,United+AC0-States
30,,126402,11th,7,Never+AC0-married,,Unmarried,Black,Female,0,0,40,United+AC0-States
57,Federal+AC0-gov,223892,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Wife,White,Female,0,0,40,United+AC0-States
58,State+AC0-gov,191318,Masters,14,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,15024,0,40,United+AC0-States
32,Private,394708,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Unmarried,Black,Male,0,0,40,United+AC0-States
22,Private,119474,HS+AC0-grad,9,Never+AC0-married,Sales,Own+AC0-child,White,Female,1055,0,25,United+AC0-States
20,Private,419984,HS+AC0-grad,9,Divorced,Other+AC0-service,Unmarried,White,Female,0,0,25,United+AC0-States
60,,164730,Bachelors,13,Married+AC0-civ+AC0-spouse,,Husband,White,Male,0,0,40,United+AC0-States
51,Private,190678,HS+AC0-grad,9,Divorced,Prof+AC0-specialty,Unmarried,Black,Female,0,0,40,
26,Local+AC0-gov,197897,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,Black,Female,0,0,20,England
33,Private,286675,11th,7,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
19,Private,191986,10th,6,Never+AC0-married,Sales,Unmarried,White,Female,0,0,40,United+AC0-States
50,Self+AC0-emp+AC0-not+AC0-inc,90525,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Other+AC0-service,Wife,White,Female,15024,0,20,United+AC0-States
32,Private,56150,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,40,United+AC0-States
51,Local+AC0-gov,248327,Bachelors,13,Married+AC0-civ+AC0-spouse,Transport+AC0-moving,Husband,Black,Male,0,0,40,United+AC0-States
18,Private,90860,Some+AC0-college,10,Never+AC0-married,Sales,Own+AC0-child,Asian+AC0-Pac+AC0-Islander,Female,0,0,20,United+AC0-States
35,Federal+AC0-gov,104858,Masters,14,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,50,United+AC0-States
22,,228686,Some+AC0-college,10,Divorced,,Own+AC0-child,White,Male,0,1602,25,United+AC0-States
46,Private,196707,HS+AC0-grad,9,Divorced,Craft+AC0-repair,Not+AC0-in+AC0-family,White,Male,0,0,55,United+AC0-States
37,Private,29430,HS+AC0-grad,9,Divorced,Sales,Unmarried,White,Male,0,0,45,United+AC0-States
45,Private,54038,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Wife,White,Female,0,1902,20,United+AC0-States
63,Private,281025,9th,5,Married+AC0-civ+AC0-spouse,Handlers+AC0-cleaners,Husband,White,Male,0,0,32,United+AC0-States
53,Private,258832,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Other+AC0-relative,Asian+AC0-Pac+AC0-Islander,Male,0,0,10,Philippines
24,Private,131220,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,Black,Female,0,0,40,United+AC0-States
65,,190454,11th,7,Married+AC0-civ+AC0-spouse,,Husband,White,Male,0,0,29,United+AC0-States
43,Private,315971,Assoc+AC0-acdm,12,Never+AC0-married,Prof+AC0-specialty,Not+AC0-in+AC0-family,White,Female,0,0,32,
47,Private,265097,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,United+AC0-States
41,Private,185057,HS+AC0-grad,9,Never+AC0-married,Exec+AC0-managerial,Unmarried,White,Female,0,0,40,United+AC0-States
27,Private,169557,HS+AC0-grad,9,Divorced,Machine+AC0-op+AC0-inspct,Not+AC0-in+AC0-family,White,Male,6849,0,40,United+AC0-States
35,Self+AC0-emp+AC0-inc,333636,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,Black,Male,0,0,75,United+AC0-States
19,Private,181652,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Female,0,0,24,United+AC0-States
47,Private,34307,Some+AC0-college,10,Separated,Other+AC0-service,Not+AC0-in+AC0-family,White,Female,0,0,35,United+AC0-States
25,Federal+AC0-gov,198813,Bachelors,13,Never+AC0-married,Adm+AC0-clerical,Unmarried,Black,Female,0,1590,40,United+AC0-States
59,Local+AC0-gov,240030,Prof+AC0-school,15,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,40,United+AC0-States
28,Private,226089,10th,6,Never+AC0-married,Machine+AC0-op+AC0-inspct,Unmarried,White,Female,0,0,40,United+AC0-States
17,Private,190941,10th,6,Never+AC0-married,Sales,Own+AC0-child,White,Female,0,0,20,United+AC0-States
21,Private,160261,Some+AC0-college,10,Never+AC0-married,Exec+AC0-managerial,Own+AC0-child,Asian+AC0-Pac+AC0-Islander,Male,2463,0,50,England
31,Private,208458,HS+AC0-grad,9,Divorced,Sales,Unmarried,Other,Female,0,0,40,Mexico
49,Private,112761,HS+AC0-grad,9,Divorced,Handlers+AC0-cleaners,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
48,Local+AC0-gov,67716,Masters,14,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,7688,0,50,United+AC0-States
60,Self+AC0-emp+AC0-not+AC0-inc,121076,Doctorate,16,Divorced,Sales,Not+AC0-in+AC0-family,White,Male,0,0,20,United+AC0-States
33,Self+AC0-emp+AC0-not+AC0-inc,182556,12th,8,Never+AC0-married,Transport+AC0-moving,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
40,Private,231348,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
42,Private,55395,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,52,United+AC0-States
34,Private,344073,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Transport+AC0-moving,Husband,White,Male,5013,0,40,United+AC0-States
38,Federal+AC0-gov,318912,Assoc+AC0-voc,11,Divorced,Adm+AC0-clerical,Own+AC0-child,Black,Male,0,0,52,United+AC0-States
58,Self+AC0-emp+AC0-not+AC0-inc,237546,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,70,United+AC0-States
20,Private,346341,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,0,40,
52,Private,305090,Some+AC0-college,10,Separated,Sales,Other+AC0-relative,White,Female,0,0,55,United+AC0-States
22,Local+AC0-gov,198478,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Protective+AC0-serv,Husband,White,Male,0,0,40,United+AC0-States
24,Private,321435,Bachelors,13,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,0,35,United+AC0-States
39,Private,259716,HS+AC0-grad,9,Divorced,Machine+AC0-op+AC0-inspct,Unmarried,White,Female,0,0,40,Mexico
41,Private,191547,Masters,14,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,99999,0,55,United+AC0-States
37,,171482,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,,Husband,White,Male,0,0,30,United+AC0-States
56,Private,225927,9th,5,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,2580,0,40,United+AC0-States
21,Private,256504,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
29,Private,168526,HS+AC0-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,25,United+AC0-States
45,Private,44489,Assoc+AC0-voc,11,Divorced,Other+AC0-service,Not+AC0-in+AC0-family,White,Male,0,0,10,United+AC0-States
44,Local+AC0-gov,159449,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Protective+AC0-serv,Husband,White,Male,0,0,80,United+AC0-States
54,Private,387540,Masters,14,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,45,United+AC0-States
24,Private,314819,Some+AC0-college,10,Never+AC0-married,Craft+AC0-repair,Not+AC0-in+AC0-family,White,Male,2174,0,40,United+AC0-States
40,Private,34722,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,50,United+AC0-States
43,State+AC0-gov,125831,Bachelors,13,Never+AC0-married,Prof+AC0-specialty,Own+AC0-child,White,Male,99999,0,60,United+AC0-States
20,,239805,Some+AC0-college,10,Never+AC0-married,,Not+AC0-in+AC0-family,White,Male,0,0,16,United+AC0-States
41,Self+AC0-emp+AC0-not+AC0-inc,264663,11th,7,Divorced,Other+AC0-service,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
32,Private,294121,Assoc+AC0-voc,11,Divorced,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
31,Private,83912,Bachelors,13,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Wife,White,Female,0,0,25,Mexico
26,Private,241626,HS+AC0-grad,9,Divorced,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
50,State+AC0-gov,137815,Bachelors,13,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
62,Self+AC0-emp+AC0-inc,153891,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,3137,0,40,United+AC0-States
24,Private,83774,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Other+AC0-service,Husband,White,Male,2885,0,45,United+AC0-States
58,Private,199067,Bachelors,13,Divorced,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Male,0,0,65,United+AC0-States
44,Self+AC0-emp+AC0-inc,57233,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
44,Private,211517,12th,8,Divorced,Other+AC0-service,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
37,Self+AC0-emp+AC0-inc,132879,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Transport+AC0-moving,Husband,White,Male,0,0,50,United+AC0-States
65,Self+AC0-emp+AC0-not+AC0-inc,72776,7th+AC0-8th,4,Never+AC0-married,Farming+AC0-fishing,Not+AC0-in+AC0-family,White,Male,2964,0,40,United+AC0-States
33,Private,54318,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
34,,143582,HS+AC0-grad,9,Married+AC0-spouse+AC0-absent,,Not+AC0-in+AC0-family,Asian+AC0-Pac+AC0-Islander,Female,0,0,37,Taiwan
56,Self+AC0-emp+AC0-not+AC0-inc,174564,Masters,14,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,60,United+AC0-States
35,Private,179579,Masters,14,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,1977,48,United+AC0-States
33,Private,187618,Bachelors,13,Never+AC0-married,Prof+AC0-specialty,Own+AC0-child,White,Male,0,1741,40,United+AC0-States
35,Private,186819,Bachelors,13,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,White,Male,0,0,48,United+AC0-States
47,Self+AC0-emp+AC0-not+AC0-inc,60087,Some+AC0-college,10,Married+AC0-spouse+AC0-absent,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Female,0,0,60,United+AC0-States
35,Self+AC0-emp+AC0-not+AC0-inc,28987,9th,5,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,Amer+AC0-Indian+AC0-Eskimo,Male,0,0,96,United+AC0-States
56,Private,187355,Some+AC0-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United+AC0-States
29,Self+AC0-emp+AC0-inc,218555,Masters,14,Never+AC0-married,Prof+AC0-specialty,Own+AC0-child,White,Male,0,0,40,United+AC0-States
53,Self+AC0-emp+AC0-inc,94214,Prof+AC0-school,15,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,Asian+AC0-Pac+AC0-Islander,Male,7298,0,50,Thailand
42,Private,204729,Assoc+AC0-voc,11,Separated,Sales,Unmarried,Black,Female,0,0,25,United+AC0-States
20,,281668,Some+AC0-college,10,Never+AC0-married,,Other+AC0-relative,Black,Female,0,0,40,United+AC0-States
24,Private,236696,Bachelors,13,Never+AC0-married,Tech+AC0-support,Not+AC0-in+AC0-family,White,Male,0,0,50,Taiwan
33,Private,179747,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,United+AC0-States
42,Private,187322,10th,6,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,45,United+AC0-States
38,State+AC0-gov,116975,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Protective+AC0-serv,Husband,White,Male,0,1887,50,United+AC0-States
32,Private,205950,HS+AC0-grad,9,Never+AC0-married,Machine+AC0-op+AC0-inspct,Own+AC0-child,White,Male,0,0,40,United+AC0-States
20,Self+AC0-emp+AC0-not+AC0-inc,190968,7th+AC0-8th,4,Never+AC0-married,Craft+AC0-repair,Own+AC0-child,White,Male,0,0,20,United+AC0-States
32,Private,160458,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,50,United+AC0-States
28,Local+AC0-gov,190911,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Protective+AC0-serv,Husband,White,Male,0,0,40,United+AC0-States
51,Private,85382,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,55,United+AC0-States
41,Local+AC0-gov,129793,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Own+AC0-child,White,Male,0,0,30,United+AC0-States
37,Local+AC0-gov,270181,Assoc+AC0-acdm,12,Married+AC0-spouse+AC0-absent,Other+AC0-service,Unmarried,Black,Female,0,0,50,United+AC0-States
23,Private,243723,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Other+AC0-service,Wife,White,Female,0,0,40,United+AC0-States
40,Private,168113,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
47,Private,652784,10th,6,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,United+AC0-States
46,Self+AC0-emp+AC0-not+AC0-inc,315984,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,50,United+AC0-States
24,Private,311311,Bachelors,13,Never+AC0-married,Sales,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
40,Private,111336,HS+AC0-grad,9,Divorced,Machine+AC0-op+AC0-inspct,Unmarried,Black,Female,0,0,28,United+AC0-States
30,Self+AC0-emp+AC0-not+AC0-inc,100252,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Own+AC0-child,Asian+AC0-Pac+AC0-Islander,Male,0,0,60,South
41,State+AC0-gov,186990,Prof+AC0-school,15,Widowed,Prof+AC0-specialty,Not+AC0-in+AC0-family,Other,Female,0,0,52,United+AC0-States
37,State+AC0-gov,241633,Bachelors,13,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Wife,Black,Female,0,0,45,United+AC0-States
49,Federal+AC0-gov,252616,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Transport+AC0-moving,Husband,Asian+AC0-Pac+AC0-Islander,Male,0,0,40,Philippines
41,Federal+AC0-gov,46366,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Wife,Black,Female,0,0,50,United+AC0-States
52,Local+AC0-gov,266138,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,35,United+AC0-States
23,Private,32732,Some+AC0-college,10,Never+AC0-married,Sales,Not+AC0-in+AC0-family,White,Male,0,0,50,United+AC0-States
34,Private,361978,HS+AC0-grad,9,Divorced,Craft+AC0-repair,Unmarried,Black,Female,1471,0,40,United+AC0-States
25,State+AC0-gov,77661,Bachelors,13,Never+AC0-married,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Female,0,2444,40,United+AC0-States
44,Self+AC0-emp+AC0-inc,60087,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,45,United+AC0-States
31,Local+AC0-gov,197550,HS+AC0-grad,9,Divorced,Prof+AC0-specialty,Unmarried,White,Male,0,0,33,United+AC0-States
53,Private,170701,Bachelors,13,Divorced,Adm+AC0-clerical,Unmarried,White,Female,0,0,40,United+AC0-States
62,Private,159822,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,50,United+AC0-States
35,Private,211494,Bachelors,13,Never+AC0-married,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Male,0,1876,55,United+AC0-States
30,Federal+AC0-gov,340899,Bachelors,13,Never+AC0-married,Prof+AC0-specialty,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
48,State+AC0-gov,224752,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Wife,White,Female,0,0,40,United+AC0-States
36,Private,102568,Bachelors,13,Never+AC0-married,Prof+AC0-specialty,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
32,Private,220690,11th,7,Divorced,Other+AC0-service,Not+AC0-in+AC0-family,White,Male,0,0,33,United+AC0-States
22,Private,303170,Some+AC0-college,10,Never+AC0-married,Priv+AC0-house+AC0-serv,Own+AC0-child,White,Female,0,0,28,United+AC0-States
17,,143331,11th,7,Never+AC0-married,,Own+AC0-child,White,Male,0,0,40,United+AC0-States
19,Private,192162,HS+AC0-grad,9,Never+AC0-married,Prof+AC0-specialty,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
26,Private,201635,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
20,,55263,Some+AC0-college,10,Never+AC0-married,,Own+AC0-child,White,Male,0,0,40,United+AC0-States
56,State+AC0-gov,133728,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,35,United+AC0-States
45,Private,347025,7th+AC0-8th,4,Widowed,Other+AC0-service,Unmarried,White,Female,0,0,21,United+AC0-States
23,Private,110998,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,Asian+AC0-Pac+AC0-Islander,Female,0,0,40,Philippines
31,Private,122347,HS+AC0-grad,9,Separated,Handlers+AC0-cleaners,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
30,Private,127875,11th,7,Never+AC0-married,Sales,Unmarried,White,Female,0,0,8,United+AC0-States
42,Private,167534,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Handlers+AC0-cleaners,Husband,White,Male,5013,0,35,United+AC0-States
27,State+AC0-gov,152560,Prof+AC0-school,15,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,60,United+AC0-States
37,Private,265144,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,50,United+AC0-States
31,Private,302679,HS+AC0-grad,9,Never+AC0-married,Machine+AC0-op+AC0-inspct,Not+AC0-in+AC0-family,White,Male,0,0,60,United+AC0-States
33,Private,290763,Bachelors,13,Separated,Prof+AC0-specialty,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
